消费时间,应付金额
2026-03-14 23:45:00,0
2026-03-14 23:45:00,0
2026-03-15 03:33:00,0
2026-03-15 03:33:00,0
2026-03-15 03:34:00,0
2026-03-15 03:34:00,0
2026-03-15 03:35:00,0
2026-03-15 03:35:00,0
2026-03-15 03:37:00,0
2026-03-15 03:37:00,0
2026-03-15 03:42:00,0
2026-03-15 03:42:00,0
2026-03-15 03:44:00,0
2026-03-15 03:44:00,0
2026-03-15 03:45:00,0
2026-03-15 03:45:00,0
2026-03-15 03:47:00,0
2026-03-15 03:47:00,0
2026-03-15 03:48:00,0
2026-03-01 00:00:00,0.0024624
2026-03-01 01:00:00,0.0006008
2026-03-01 02:00:00,0.0002656
2026-03-01 03:00:00,0.0003176
2026-03-01 04:00:00,0.0005744
2026-03-01 05:00:00,0.0005424
2026-03-01 06:00:00,0.0007344
2026-03-01 07:00:00,0.0004416
2026-03-01 08:00:00,0.0004408
2026-03-01 09:00:00,0.000504
2026-03-01 10:00:00,0.0008432
2026-03-01 11:00:00,0.0005016
2026-03-01 12:00:00,0.0005928
2026-03-01 13:00:00,0.0006912
2026-03-01 14:00:00,0.0006184
2026-03-01 15:00:00,0.0008352
2026-03-01 16:00:00,0.0006088
2026-03-01 17:00:00,0.0007
2026-03-01 18:00:00,0.0006488
2026-03-01 19:00:00,0.0013088
2026-03-01 20:00:00,0.0006344
2026-03-01 21:00:00,0.0144248
2026-03-01 22:00:00,0.0169624
2026-03-01 23:00:00,0.0078792
2026-03-02 00:00:00,0.0008152
2026-03-02 01:00:00,0.0006944
2026-03-02 02:00:00,0.0006728
2026-03-02 03:00:00,0.00068
2026-03-02 04:00:00,0.0009328
2026-03-02 05:00:00,0.0006856
2026-03-02 06:00:00,0.0006816
2026-03-02 07:00:00,0.000864
2026-03-02 08:00:00,0.0006984
2026-03-02 09:00:00,0.0009072
2026-03-02 10:00:00,0.0017688
2026-03-02 11:00:00,0.0027872
2026-03-02 12:00:00,0.0029304
2026-03-02 13:00:00,0.003312
2026-03-02 14:00:00,0.002532
2026-03-02 15:00:00,0.0007832
2026-03-02 16:00:00,0.0006752
2026-03-02 17:00:00,0.0007616
2026-03-02 18:00:00,0.0006336
2026-03-02 19:00:00,0.0006136
2026-03-02 20:00:00,0.0007264
2026-03-02 21:00:00,0.0006848
2026-03-02 22:00:00,0.0007776
2026-03-02 23:00:00,0.000884
2026-03-03 00:00:00,0.0008568
2026-03-03 01:00:00,0.0008728
2026-03-03 02:00:00,0.00164
2026-03-03 03:00:00,0.0024704
2026-03-03 04:00:00,0.0022784
2026-03-03 05:00:00,0.001768
2026-03-03 06:00:00,0.0010184
2026-03-03 07:00:00,0.0034568
2026-03-03 08:00:00,0.0034624
2026-03-03 09:00:00,0.003348
2026-03-03 10:00:00,0.0034824
2026-03-03 11:00:00,0.001752
2026-03-03 12:00:00,0.001208
2026-03-03 13:00:00,0.0013392
2026-03-03 14:00:00,0.0013408
2026-03-03 15:00:00,0.0010376
2026-03-03 16:00:00,0.0022568
2026-03-03 17:00:00,0.001912
2026-03-03 18:00:00,0.0020968
2026-03-03 19:00:00,0.0009336
2026-03-03 20:00:00,0.0009464
2026-03-03 21:00:00,0.0021024
2026-03-03 22:00:00,0.0021792
2026-03-03 23:00:00,0.0011832
2026-03-04 00:00:00,0.001284
2026-03-04 01:00:00,0.001216
2026-03-04 02:00:00,0.0012528
2026-03-04 03:00:00,0.0013704
2026-03-04 04:00:00,0.0012672
2026-03-04 05:00:00,0.0012376
2026-03-04 06:00:00,0.0012616
2026-03-04 07:00:00,0.0012832
2026-03-04 08:00:00,0.0012936
2026-03-04 09:00:00,0.0012944
2026-03-04 10:00:00,0.0014024
2026-03-04 11:00:00,0.0012992
2026-03-04 12:00:00,0.0013056
2026-03-04 13:00:00,0.0015464
2026-03-04 14:00:00,0.0012752
2026-03-04 15:00:00,0.0013664
2026-03-04 16:00:00,0.0012264
2026-03-04 17:00:00,0.001212
2026-03-04 18:00:00,0.0012048
2026-03-04 19:00:00,0.0012576
2026-03-04 20:00:00,0.0010568
2026-03-04 21:00:00,0.0010632
2026-03-04 22:00:00,0.0010432
2026-03-04 23:00:00,0.0010728
2026-03-05 00:00:00,0.0011
2026-03-05 01:00:00,0.001112
2026-03-05 02:00:00,0.0011016
2026-03-05 03:00:00,0.001144
2026-03-05 04:00:00,0.001204
2026-03-05 05:00:00,0.001092
2026-03-05 06:00:00,0.0011
2026-03-05 07:00:00,0.0012144
2026-03-05 08:00:00,0.0013312
2026-03-05 09:00:00,0.0013384
2026-03-05 10:00:00,0.0013392
2026-03-05 11:00:00,0.0013688
2026-03-05 12:00:00,0.0014056
2026-03-05 13:00:00,0.0015624
2026-03-05 14:00:00,0.0013328
2026-03-05 15:00:00,0.0014088
2026-03-05 16:00:00,0.0014472
2026-03-05 17:00:00,0.0013416
2026-03-05 18:00:00,0.0013864
2026-03-05 19:00:00,0.0013288
2026-03-05 20:00:00,0.0015864
2026-03-05 21:00:00,0.0014696
2026-03-05 22:00:00,0.0014024
2026-03-05 23:00:00,0.0014584
2026-03-06 00:00:00,0.0013568
2026-03-06 01:00:00,0.001384
2026-03-06 02:00:00,0.0013592
2026-03-06 03:00:00,0.0013872
2026-03-06 04:00:00,0.0014176
2026-03-06 05:00:00,0.0014056
2026-03-06 06:00:00,0.001352
2026-03-06 07:00:00,0.0013856
2026-03-06 08:00:00,0.0013856
2026-03-06 09:00:00,0.0014496
2026-03-06 10:00:00,0.0014464
2026-03-06 11:00:00,0.0014552
2026-03-06 12:00:00,0.001416
2026-03-06 13:00:00,0.0016056
2026-03-06 14:00:00,0.0014416
2026-03-06 15:00:00,0.0017344
2026-03-06 16:00:00,0.001464
2026-03-06 17:00:00,0.0015152
2026-03-06 18:00:00,0.0014608
2026-03-06 19:00:00,0.001348
2026-03-06 20:00:00,0.0013704
2026-03-06 21:00:00,0.0013616
2026-03-06 22:00:00,0.0013312
2026-03-06 23:00:00,0.0013272
2026-03-07 00:00:00,0.001364
2026-03-07 01:00:00,0.0015696
2026-03-07 02:00:00,0.001468
2026-03-07 03:00:00,0.001396
2026-03-07 04:00:00,0.0014096
2026-03-07 05:00:00,0.0014848
2026-03-07 06:00:00,0.0014376
2026-03-07 07:00:00,0.0014744
2026-03-07 08:00:00,0.0013736
2026-03-07 09:00:00,0.0014192
2026-03-07 10:00:00,0.0014752
2026-03-07 11:00:00,0.0014304
2026-03-07 12:00:00,0.001468
2026-03-07 13:00:00,0.0014392
2026-03-07 14:00:00,0.001216
2026-03-07 15:00:00,0.0013024
2026-03-07 16:00:00,0.0013016
2026-03-07 17:00:00,0.0012368
2026-03-07 18:00:00,0.0012392
2026-03-07 19:00:00,0.001204
2026-03-07 20:00:00,0.0012256
2026-03-07 21:00:00,0.001216
2026-03-07 22:00:00,0.0012208
2026-03-07 23:00:00,0.0011888
2026-03-08 00:00:00,0.0011544
2026-03-08 01:00:00,0.0011368
2026-03-08 02:00:00,0.001132
2026-03-08 03:00:00,0.0010608
2026-03-08 04:00:00,0.0010024
2026-03-08 05:00:00,0.0010328
2026-03-08 06:00:00,0.0010016
2026-03-08 07:00:00,0.0011896
2026-03-08 08:00:00,0.0010688
2026-03-08 09:00:00,0.0011048
2026-03-08 10:00:00,0.0009272
2026-03-08 11:00:00,0.000816
2026-03-08 12:00:00,0.0007032
2026-03-08 13:00:00,0.0008464
2026-03-08 14:00:00,0.0006408
2026-03-08 15:00:00,0.0006624
2026-03-08 16:00:00,0.0006552
2026-03-08 17:00:00,0.0007128
2026-03-08 18:00:00,0.0038912
2026-03-08 19:00:00,0.0032368
2026-03-08 20:00:00,0.0006976
2026-03-08 21:00:00,0.0008224
2026-03-08 22:00:00,0.0009112
2026-03-08 23:00:00,0.0006264
2026-03-09 00:00:00,0.0005296
2026-03-09 01:00:00,0.000548
2026-03-09 02:00:00,0.0007856
2026-03-09 03:00:00,0.0007152
2026-03-09 04:00:00,0.0007592
2026-03-09 05:00:00,0.0007528
2026-03-09 06:00:00,0.0007336
2026-03-09 07:00:00,0.0008104
2026-03-09 08:00:00,0.0006688
2026-03-09 09:00:00,0.0006864
2026-03-09 10:00:00,0.0007192
2026-03-09 11:00:00,0.0007128
2026-03-09 12:00:00,0.0007512
2026-03-09 13:00:00,0.0008848
2026-03-09 14:00:00,0.000728
2026-03-09 15:00:00,0.0007872
2026-03-09 16:00:00,0.0008592
2026-03-09 17:00:00,0.0012744
2026-03-09 18:00:00,0.0006744
2026-03-09 19:00:00,0.0006792
2026-03-09 20:00:00,0.0006872
2026-03-09 21:00:00,0.0008368
2026-03-09 22:00:00,0.0009384
2026-03-09 23:00:00,0.000848
2026-03-10 00:00:00,0.0009696
2026-03-10 01:00:00,0.001216
2026-03-10 02:00:00,0.0008616
2026-03-10 03:00:00,0.0012352
2026-03-10 04:00:00,0.0012168
2026-03-10 05:00:00,0.0012672
2026-03-10 06:00:00,0.0014192
2026-03-10 07:00:00,0.0015464
2026-03-10 08:00:00,0.0014432
2026-03-10 09:00:00,0.0014104
2026-03-10 10:00:00,0.0013856
2026-03-10 11:00:00,0.0014456
2026-03-10 12:00:00,0.001484
2026-03-10 13:00:00,0.0016544
2026-03-10 14:00:00,0.0015176
2026-03-10 15:00:00,0.0015072
2026-03-10 16:00:00,0.0014648
2026-03-10 17:00:00,0.001528
2026-03-10 18:00:00,0.0014744
2026-03-10 19:00:00,0.0013744
2026-03-10 20:00:00,0.0013552
2026-03-10 21:00:00,0.0014728
2026-03-10 22:00:00,0.0011512
2026-03-10 23:00:00,0.0013024
2026-03-11 00:00:00,0.0011032
2026-03-11 01:00:00,0.0014
2026-03-11 02:00:00,0.0011912
2026-03-11 03:00:00,0.0014528
2026-03-11 04:00:00,0.0012152
2026-03-11 05:00:00,0.001232
2026-03-11 06:00:00,0.0012096
2026-03-11 07:00:00,0.00118
2026-03-11 08:00:00,0.0011888
2026-03-11 09:00:00,0.0012688
2026-03-11 10:00:00,0.001124
2026-03-11 11:00:00,0.0011848
2026-03-11 12:00:00,0.0012904
2026-03-11 13:00:00,0.0012752
2026-03-11 14:00:00,0.00116
2026-03-11 15:00:00,0.0011544
2026-03-11 16:00:00,0.0011736
2026-03-11 17:00:00,0.0011576
2026-03-11 18:00:00,0.0011872
2026-03-11 19:00:00,0.0011512
2026-03-11 20:00:00,0.0011544
2026-03-11 21:00:00,0.00112
2026-03-11 22:00:00,0.0010896
2026-03-11 23:00:00,0.001096
2026-03-12 00:00:00,0.0011568
2026-03-12 01:00:00,0.00082
2026-03-12 02:00:00,0.0012632
2026-03-12 03:00:00,0.001316
2026-03-12 04:00:00,0.001556
2026-03-12 05:00:00,0.0018536
2026-03-12 06:00:00,0.0018272
2026-03-12 07:00:00,0.0017888
2026-03-12 08:00:00,0.0017264
2026-03-12 09:00:00,0.0015384
2026-03-12 10:00:00,0.0013216
2026-03-12 11:00:00,0.0013752
2026-03-12 12:00:00,0.001308
2026-03-12 13:00:00,0.0015104
2026-03-12 14:00:00,0.0013688
2026-03-12 15:00:00,0.0013592
2026-03-12 16:00:00,0.001392
2026-03-12 17:00:00,0.001364
2026-03-12 18:00:00,0.0017944
2026-03-12 19:00:00,0.0011928
2026-03-12 20:00:00,0.0011024
2026-03-12 21:00:00,0.0011584
2026-03-12 22:00:00,0.0011184
2026-03-12 23:00:00,0.0010536
2026-03-13 00:00:00,0.0011296
2026-03-13 01:00:00,0.0013264
2026-03-13 02:00:00,0.0011848
2026-03-13 03:00:00,0.0013088
2026-03-13 04:00:00,0.0012904
2026-03-13 05:00:00,0.001276
2026-03-13 06:00:00,0.0012384
2026-03-13 07:00:00,0.0012896
2026-03-13 08:00:00,0.0013072
2026-03-13 09:00:00,0.001208
2026-03-13 10:00:00,0.0011632
2026-03-13 11:00:00,0.001256
2026-03-13 12:00:00,0.0011464
2026-03-13 13:00:00,0.0013912
2026-03-13 14:00:00,0.0012496
2026-03-13 15:00:00,0.0015584
2026-03-13 16:00:00,0.0031856
2026-03-13 17:00:00,0.003116
2026-03-13 18:00:00,0.0031504
2026-03-13 19:00:00,0.0030064
2026-03-13 20:00:00,0.0025824
2026-03-13 21:00:00,0.0010816
2026-03-13 22:00:00,0.0010584
2026-03-13 23:00:00,0.0010528
2026-03-14 00:00:00,0.0010872
2026-03-14 01:00:00,0.0010976
2026-03-14 02:00:00,0.001248
2026-03-14 03:00:00,0.0014536
2026-03-14 04:00:00,0.001592
2026-03-14 05:00:00,0.0014064
2026-03-14 06:00:00,0.0014816
2026-03-14 07:00:00,0.0014184
2026-03-14 08:00:00,0.001164
2026-03-14 09:00:00,0.0011336
2026-03-14 10:00:00,0.0011584
2026-03-14 11:00:00,0.0011384
2026-03-14 12:00:00,0.0011056
2026-03-14 13:00:00,0.0013576
2026-03-14 14:00:00,0.001212
2026-03-14 15:00:00,0.0013648
2026-03-14 16:00:00,0.0011752
2026-03-14 17:00:00,0.0012336
2026-03-14 18:00:00,0.0011528
2026-03-14 19:00:00,0.002144
2026-03-14 20:00:00,0.0126128
2026-03-14 21:00:00,0.0045856
2026-03-14 22:00:00,0.0033952
2026-03-14 23:00:00,0.0019136
2026-03-15 00:00:00,0.0018992
2026-03-15 01:00:00,0.0017128
2026-03-15 02:00:00,0.0020776
2026-03-15 03:00:00,0.0017224
2026-03-15 04:00:00,0.0020016
2026-03-15 05:00:00,0.0028592
2026-03-15 06:00:00,0.0042448
2026-03-15 07:00:00,0.001832
2026-03-15 08:00:00,0.002128
2026-03-15 09:00:00,0.001772
2026-03-15 10:00:00,0.0020496
2026-03-15 11:00:00,0.001444
2026-03-15 12:00:00,0.0017024
2026-03-15 13:00:00,0.002148
2026-03-15 14:00:00,0.0020256
2026-03-15 15:00:00,0.0020208
2026-03-15 16:00:00,0.0017544
2026-03-15 17:00:00,0.0015136
2026-03-15 18:00:00,0.002188
2026-03-15 19:00:00,0.0013704
2026-03-15 20:00:00,0.001548
2026-03-15 21:00:00,0.0016136
2026-03-15 22:00:00,0.0014888
2026-03-15 23:00:00,0.0012856
2026-03-16 00:00:00,0.0012904
2026-03-16 01:00:00,0.0013136
2026-03-16 02:00:00,0.0014968
2026-03-16 03:00:00,0.0014536
2026-03-16 04:00:00,0.0012672
2026-03-16 05:00:00,0.0016368
2026-03-16 06:00:00,0.0029336
2026-03-16 07:00:00,0.0014088
2026-03-16 08:00:00,0.0013712
2026-03-16 09:00:00,0.001396
2026-03-16 10:00:00,0.0017136
2026-03-16 11:00:00,0.0013112
2026-03-16 12:00:00,0.0010856
2026-03-16 13:00:00,0.0013376
2026-03-16 14:00:00,0.0012056
2026-03-16 15:00:00,0.0011072
2026-03-16 16:00:00,0.0017304
2026-03-16 17:00:00,0.0013504
2026-03-16 18:00:00,0.0011888
2026-03-16 19:00:00,0.0009584
2026-03-16 20:00:00,0.0011376
2026-03-16 21:00:00,0.0008824
2026-03-16 22:00:00,0.0010104
2026-03-16 23:00:00,0.0026976
2026-03-15 03:48:00,0.00106
2026-03-15 03:48:00,0.084055
2026-03-15 03:49:00,0.4930175
2026-03-15 03:49:00,0.00343
2026-03-15 03:50:00,0.00232
2026-03-15 03:50:00,0.073165
2026-03-15 03:52:00,0.0766175
2026-03-15 03:52:00,0.00111
2026-03-15 03:53:00,0.00182
2026-03-15 03:53:00,0.2418325
2026-03-15 03:54:00,0.006384
2026-03-15 03:54:00,0.081465
2026-03-15 03:54:00,0.70774
2026-03-15 03:54:00,0.00044
2026-03-15 03:56:00,0.297792
2026-03-15 03:56:00,0.001328
2026-03-15 03:57:00,0.780172
2026-03-15 03:57:00,0.009152
2026-03-15 03:58:00,1.05736
2026-03-15 03:58:00,0.010928
2026-03-15 04:00:00,0.00737
2026-03-15 04:00:00,0.100325
2026-03-15 04:07:00,0.115515
2026-03-15 04:07:00,0.00076
2026-03-15 04:08:00,0.00769
2026-03-15 04:08:00,0.116135
2026-03-15 04:13:00,0.00685
2026-03-15 04:13:00,0.1883425
2026-03-15 04:14:00,0.1988275
2026-03-15 04:14:00,0.01947
2026-03-15 04:15:00,0.0688875
2026-03-15 04:15:00,0.00399
2026-03-15 04:22:00,0.00133
2026-03-15 04:22:00,0.07237
2026-03-15 04:24:00,0.00386
2026-03-15 04:24:00,0.6819475
2026-03-15 04:25:00,0.00396
2026-03-15 04:25:00,0.6945975
2026-03-15 04:26:00,0.007376
2026-03-15 04:26:00,0.00033
2026-03-15 04:26:00,0.0782825
2026-03-15 04:26:00,1.529672
2026-03-15 04:27:00,0.01352
2026-03-15 04:27:00,1.73678
2026-03-15 05:09:00,0.005552
2026-03-15 05:09:00,0.156556
2026-03-15 05:10:00,0.00432
2026-03-15 05:10:00,0.980276
2026-03-15 05:11:00,2.185356
2026-03-15 05:11:00,0.008176
2026-03-15 05:12:00,0.007648
2026-03-15 05:12:00,0.340132
2026-03-15 05:13:00,0.003968
2026-03-15 05:13:00,1.064704
2026-03-15 05:14:00,1.671764
2026-03-15 05:14:00,0.007056
2026-03-15 05:15:00,0.005888
2026-03-15 05:15:00,0.98868
2026-03-15 05:26:00,0.006432
2026-03-15 05:26:00,1.883952
2026-03-15 05:27:00,2.829008
2026-03-15 05:27:00,0.009296
2026-03-15 05:28:00,2.921028
2026-03-15 05:28:00,0.008544
2026-03-15 05:29:00,0.011296
2026-03-15 05:29:00,1.388592
2026-03-15 05:36:00,0.002144
2026-03-15 05:36:00,0.7396
2026-03-15 05:37:00,1.335472
2026-03-15 05:37:00,0.002768
2026-03-15 05:38:00,0.010032
2026-03-15 05:38:00,0.280352
2026-03-15 05:46:00,0.001472
2026-03-15 05:46:00,0.574704
2026-03-15 05:47:00,0.288008
2026-03-15 05:47:00,0.00392
2026-03-15 05:49:00,1.766532
2026-03-15 05:49:00,0.003744
2026-03-15 05:50:00,1.479208
2026-03-15 05:50:00,0.01816
2026-03-15 05:51:00,0.299916
2026-03-15 05:51:00,0.015472
2026-03-15 05:52:00,0.029984
2026-03-15 05:52:00,1.232772
2026-03-15 05:56:00,0.317588
2026-03-15 05:56:00,0.004096
2026-03-15 05:57:00,0.027808
2026-03-15 05:57:00,1.29056
2026-03-15 05:58:00,0.018224
2026-03-15 05:58:00,1.303676
2026-03-15 06:00:00,0.999144
2026-03-15 06:00:00,0.001968
2026-03-15 06:01:00,0.007088
2026-03-15 06:01:00,0.334788
2026-03-15 06:02:00,0.010096
2026-03-15 06:02:00,0.340596
2026-03-15 06:03:00,0.02968
2026-03-15 06:03:00,1.364432
2026-03-15 06:06:00,0.043472
2026-03-15 06:06:00,3.129784
2026-03-15 06:10:00,0.355084
2026-03-15 06:10:00,0.006032
2026-03-15 06:11:00,0.037728
2026-03-15 06:11:00,2.134872
2026-03-15 06:19:00,0.003872
2026-03-15 06:19:00,0.362668
2026-03-15 06:20:00,0.362952
2026-03-15 06:20:00,0.022144
2026-03-15 06:22:00,0.049008
2026-03-15 06:22:00,0.363192
2026-03-15 06:23:00,0.037856
2026-03-15 06:23:00,0.363408
2026-03-15 06:24:00,0.038848
2026-03-15 06:24:00,0.36362
2026-03-15 06:25:00,0.040672
2026-03-15 06:25:00,0.36386
2026-03-15 06:26:00,0.364084
2026-03-15 06:26:00,0.028224
2026-03-15 06:27:00,1.82372
2026-03-15 06:27:00,0.015952
2026-03-15 06:28:00,0.366572
2026-03-15 06:28:00,0.012784
2026-03-15 06:29:00,0.011584
2026-03-15 06:29:00,1.87176
2026-03-15 06:30:00,0.016192
2026-03-15 06:30:00,0.375072
2026-03-15 06:31:00,0.022944
2026-03-15 06:31:00,1.511504
2026-03-15 06:32:00,1.914092
2026-03-15 06:32:00,0.02792
2026-03-15 06:33:00,0.770224
2026-03-15 06:33:00,0.009936
2026-03-15 07:34:00,0.000992
2026-03-15 07:34:00,0.391592
2026-03-15 07:35:00,0.017152
2026-03-15 07:35:00,1.181988
2026-03-15 07:36:00,0.793488
2026-03-15 07:36:00,0.02104
2026-03-15 07:37:00,0.018896
2026-03-15 07:37:00,0.397136
2026-03-15 07:38:00,0.812404
2026-03-15 07:38:00,0.024304
2026-03-15 07:39:00,0.015264
2026-03-15 07:39:00,0.813808
2026-03-15 07:40:00,1.630764
2026-03-15 07:40:00,0.028816
2026-03-15 07:41:00,0.0168
2026-03-15 07:41:00,0.824492
2026-03-15 07:42:00,2.542404
2026-03-15 07:42:00,0.013392
2026-03-15 09:16:00,0.441272
2026-03-15 09:16:00,0.002656
2026-03-15 09:20:00,0.002496
2026-03-15 09:20:00,0.441616
2026-03-15 09:21:00,0.018032
2026-03-15 09:21:00,0.890964
2026-03-15 09:27:00,0.45538
2026-03-15 09:27:00,0.01224
2026-03-15 09:30:00,0.462484
2026-03-15 09:30:00,0.011552
2026-03-15 09:34:00,0.469424
2026-03-15 09:34:00,0.01624
2026-03-15 09:39:00,0.02008
2026-03-15 09:39:00,0.47756
2026-03-15 09:43:00,0.486656
2026-03-15 09:43:00,0.018048
2026-03-15 09:44:00,0.00376
2026-03-15 09:44:00,0.495232
2026-03-15 17:07:00,0.500176
2026-03-15 17:07:00,0.000304
2026-03-15 17:08:00,0.005168
2026-03-15 17:08:00,0.500912
2026-03-15 17:09:00,0.506212
2026-03-15 17:09:00,0.0084
2026-03-16 08:00:00,0.00101
2026-03-16 08:00:00,0.0464775
2026-03-16 08:04:00,0.58151
2026-03-16 08:04:00,0.00604
2026-03-16 08:05:00,0.0618675
2026-03-16 08:05:00,0.00632
2026-03-16 08:09:00,0.198925
2026-03-16 08:09:00,0.0016
2026-03-16 08:10:00,0.00179
2026-03-16 08:10:00,0.13409
2026-03-16 08:11:00,0.00417
2026-03-16 08:11:00,0.14045
2026-03-16 08:13:00,0.0087
2026-03-16 08:13:00,0.3691925
2026-03-16 08:14:00,0.446835
2026-03-16 08:14:00,0.0023
2026-03-16 09:03:00,0.3910275
2026-03-16 09:03:00,0.01021
2026-03-16 09:04:00,0.398808
2026-03-16 09:04:00,0.159765
2026-03-16 09:04:00,0.0107
2026-03-16 09:04:00,0.010032
2026-03-16 09:05:00,0.01384
2026-03-16 09:05:00,1.243536
2026-03-16 09:06:00,0.007472
2026-03-16 09:06:00,1.79462
2026-03-16 09:07:00,1.498324
2026-03-16 09:07:00,0.012656
2026-03-16 09:10:00,0.007136
2026-03-16 09:10:00,0.4429
2026-03-16 09:11:00,2.530212
2026-03-16 09:11:00,0.014912
2026-03-16 09:12:00,0.014176
2026-03-16 09:12:00,1.19862
2026-03-16 09:17:00,0.015024
2026-03-16 09:17:00,1.233412
2026-03-16 09:18:00,0.247844
2026-03-16 09:18:00,0.003376
2026-03-16 09:20:00,0.252764
2026-03-16 09:20:00,0.006848
2026-03-17 02:46:00,0.258508
2026-03-17 02:46:00,0.00168
2026-03-17 02:47:00,0.262976
2026-03-17 02:47:00,0.009664
2026-03-17 02:49:00,0.53906
2026-03-17 02:49:00,0.0072
2026-03-17 02:50:00,0.833228
2026-03-17 02:50:00,0.00208
2026-03-17 02:51:00,0.003536
2026-03-17 02:51:00,0.285572
2026-03-17 02:52:00,0.009312
2026-03-17 02:52:00,0.00281
2026-03-17 02:52:00,0.124885
2026-03-17 02:52:00,2.627696
2026-03-17 02:53:00,0.0689525
2026-03-17 02:53:00,0.02274
2026-03-17 02:54:00,0.01216
2026-03-17 02:54:00,0.2068425
2026-03-17 02:55:00,0.1702425
2026-03-17 02:55:00,0.01833
2026-03-17 02:56:00,0.088505
2026-03-17 02:56:00,0.01319
2026-03-17 02:57:00,0.000928
2026-03-17 02:57:00,0.295484
2026-03-17 02:58:00,0.599672
2026-03-17 02:58:00,0.009776
2026-03-17 03:06:00,0.000912
2026-03-17 03:06:00,0.30398
2026-03-17 03:07:00,0.005104
2026-03-17 03:07:00,0.917784
2026-03-17 03:08:00,0.003248
2026-03-17 03:08:00,0.935696
2026-03-17 03:09:00,0.0156
2026-03-17 03:09:00,3.5206
2026-03-17 03:10:00,1.314416
2026-03-17 03:10:00,0.00904
2026-03-17 03:11:00,0.670484
2026-03-17 03:11:00,0.001984
2026-03-17 03:12:00,0.010624
2026-03-17 03:12:00,3.445564
2026-03-17 03:13:00,0.011584
2026-03-17 03:13:00,2.924568
2026-03-17 03:15:00,0.008192
2026-03-17 03:15:00,1.142444
2026-03-17 03:16:00,2.347924
2026-03-17 03:16:00,0.011792
2026-03-17 03:17:00,2.07644
2026-03-17 03:17:00,0.009008
2026-03-17 04:01:00,0.0466075
2026-03-17 04:01:00,0.00015
2026-03-17 04:03:00,0.00044
2026-03-17 04:06:00,0.00044
2026-03-17 04:07:00,0.00249
2026-03-17 04:08:00,0.00105
2026-03-17 04:09:00,0.00578
2026-03-17 04:10:00,0.00852
2026-03-17 04:12:00,0.00301
2026-03-17 04:16:00,0.017504
2026-03-17 04:17:00,0.002128
2026-03-03 09:00:00,0
2026-03-05 17:00:00,0
2026-03-09 12:00:00,0
2026-03-15 14:00:00,0
